value,persona_id
Умею готовить печенье,3080
Я люблю море.,3081
Помогаю бездомным.,3082
Знаю химию.,3083
Я не умею готовить.,3084
Люблю собак,3085
Я хочу стать полицейским,3086
Я хожу в бассейн,3087
У меня есть кот.,3088
Я занимаюсь гимнастикой.,3089
люблю готовить.,3090
люблю танцевать,3091
Я путешествую.,3092
Я не люблю политиков.,3093
живу на даче,3094
Я люблю вкусно покушать.,3095
Я катаюсь на коньках.,3096
Карьеристка.,3097
люблю танцевать,3098
Я люблю вино.,3099
Живу в частном дома.,3100
Я люблю есть,3101
Знаю английский.,3102
Я езжу на рыбалку,3103
я живу на первом этаже,3104
Ломаю стереотипы,3105
Обожаю свою собаку.,3106
Я люблю блины с икрой.,3107
У меня есть попугай,3108
Я люблю и любим,3109
Я хожу в школу.,3110
Работаю бухгалтером.,3111
Обожаю спорт.,3112
У меня есть велосипед,3113
"Я замужем, есть дочка.",3114
Я холост.,3115
я люблю долго спать,3116
Я ненавижу зиму,3117
Есть кошка.,3118
у меня есть Газель,3119
Я люблю рисовать,3120
Я люблю своих детей.,3121
У меня есть дача.,3122
Я умею вышывать.,3123
Хочу объездить весь мир.,3124
люблю рок-музыку,3125
Я люблю игры,3126
Я люблю море,3127
Хочу на луну,3128
Мой папа строитель.,3129
Люблю желтый цвет.,3130
Я люблю животных,3131
Муж ди-джей,3132
Скоро еду отдыхать,3133
Я замужем,3134
Я бухгалтер.,3135
Мое любимое время года - зима.,3136
Я люблю ходить в кепке,3137
У меня есть собака.,3138
мой любимый цвет - белый.,3139
Я мечтатель,3140
Я люблю пельмени .,3141
Я люблю людей.,3142
Я люблю водить авто,3143
Со мной скучно,3144
Переплыл Неву.,3145
У меня есть вредные привычки.,3146
люблю петь,3147
я люблю путешествовать,3148
Я люблю комнатные цветы.,3149
Я никогда не была заграницей.,3150
Учусь водить автомобиль,3151
Мечтаю о море,3152
У меня нет девушки,3153
Я меня есть права.,3154
Я хочу завести семью,3155
у меня есть собака,3156
Собираюсь купить виар.,3157
Я люблю пить чай.,3158
Я не женат.,3159
Содержу огород,3160
Люблю мотоциклы.,3161
Мне нравится хип-хоп.,3162
У меня новое платье.,3163
Люблю бывать на природе,3164
у меня есть две кошки,3165
Я люблю ездить на мото,3166
Я люблю чай.,3167
Не хочу замуж.,3168
я гуляю собакой,3169
Я люблю долго спать.,3170
Я люблю гитару,3171
Я люблю лыжи.,3172
мое хобби плетение канатов,3173
Люблю музыку.,3174
не люблю смотреть телевизор,3175
плачу алименты,3176
У меня есть лабрадор.,3177
Я живу в частном доме.,3178
Я боюсь жуков,3179
Я люблю шоколад.,3180
Я хочу уехать на север.,3181
Коллекционирую вино.,3182
У меня есть собака.,3183
Я хочу жениться,3184
Живу один,3185
Я вожу УАЗ.,3186
Я люблю классическую музыку.,3187
У меня две сестры,3188
Люблю смотреть телевизор,3189
Я блондин,3190
У меня камаз.,3191
Есть сын,3192
Я люблю ананас.,3193
Воспитываю сына.,3194
Я женат на рыжей.,3195
слушаю петлюру,3196
Встречаюсь с парнем.,3197
Пеку хлеб.,3198
Хочу построить свой дом,3199
У меня есть крыса.,3200
Я люблю гулять,3201
Люблю синий цвет.,3202
У меня нет детей,3203
Люблю рыбалку,3204
Я каждый бегаю,3205
у меня есть кот,3206
Я люблю слушать рок.,3207
у меня дома много животных.,3208
Люблю сериалы,3209
Хочу отдыхать,3210
У меня нет друзей.,3211
Мой любимый фрукт персик.,3212
У меня есть котенок.,3213
Я люблю пушистиков,3214
Занимаюсь спортом.,3215
Мечтаю о машине.,3216
люблю лабрадоров.,3217
Ездим на природу отдыхать.,3218
У меня есть 5 детей,3219
Я хожу в детский сад,3220
Я ношу очки,3221
Не люблю собак.,3222
Побрилась наголо.,3223
люблю отгадывать кроссворды.,3224
Я рано вышла замуж.,3225
Я играю на гитаре,3226
У меня двое детей.,3227
Я живу около парка.,3228
У меня есть жена,3229
Мне 25 лет,3230
Играю в лотерею.,3231
я не ем мясо,3232
У меня высшее образование,3233
У меня есть собака,3234
я неплохо пою,3235
живу в однушке,3236
Я люблю яблоки.,3237
Я люблю путешествовать.,3238
люблю готовить шашлык.,3239
Я много читаю,3240
Я хорошо пеку.,3241
Я работаю в банке.,3242
Люблю японскую культуру.,3243
Я не люблю людей,3244
Я люблю прогулки.,3245
Я нравлюсь людям,3246
Хороший заработок.,3247
Я воспитываю сына.,3248
Я живу на море.,3249
живу в казарме,3250
Вкусно готовлю шашлык,3251
У меня есть собака.,3252
У меня двое детей.,3253
Меня уволили.,3254
У меня трое детей.,3255
вышла замуж по любви,3256
Я люблю море,3257
Я не был на море.,3258
я служил в армии,3259
Моё хобби-вязание.,3260
Я поеду в Париж.,3261
У меня есть собака.,3262
У меня есть сын,3263
Люблю путешествовать.,3264
Я люблю вышивать.,3265
Этим летом поехать в Крым.,3266
Обожаю суши.,3267
Хочу большую семью,3268
У меня русые волосы.,3269
Смотрю сериалы в оригинале.,3270
Я живу с бабушкой,3271
Я хорошо готовлю кушать.,3272
Я люблю рисовать,3273
Обожаю свою семью.,3274
Я домохозяйка.,3275
Люблю плюшки.,3276
Я мужчина,3277
Живу на съемной квартире,3278
хорошо владею языками,3279
У меня один внук,3280
У меня есть брат,3281
Ненавижу продукцию Макдональдс.,3282
Хорошо танцую.,3283
Я люблю маму,3284
Я общительный,3285
Одинокий,3286
Я люблю морковь.,3287
Я хорошо рисую.,3288
У меня есть кот.,3289
я отдыхала в Китае.,3290
Любимый цвет-белый,3291
люблю сладкое,3292
Я хочу стать блогером,3293
Умею вкусно готовить,3294
Вчера я была в Париже.,3295
У меня ручная сова,3296
Люблю солнце.,3297
Хочу завести собаку.,3298
Люблю читать книги.,3299
я живу на пятом этаже,3300
Я люблю дождь,3301
Я собираю модели,3302
У меня скоро свадьба.,3303
У меня 2 кошки.,3304
Я люблю спать.,3305
В данный момент не работаю,3306
я будущий журналист,3307
Я женат на учительнице.,3308
Я хорошо стряпаю,3309
Я люблю вышивать бисером,3310
мое любимое мясо курица,3311
Люблю автомобили,3312
Я не ем изюм,3313
Я вегетарианец,3314
Увлекаюсь рыбалкой.,3315
У меня есть автомобиль.,3316
Я не замужем.,3317
Хожу в кино,3318
Я вегетарианец.,3319
Я люблю кальмары,3320
Занимаюсь спортом.,3321
Я нигде не работаю.,3322
Умею готовить.,3323
я живу в квартире,3324
Через месяц гастроли.,3325
Хожу в бассейн,3326
Я обожаю черешню.,3327
Живу в Москве с 2002 года.,3328
Люблю торт наполеон,3329
У меня три брата,3330
Я хорошо пою.,3331
Я очень красиво рисую,3332
Я никому не верю.,3333
есть жена.,3334
у меня есть две собаки,3335
я недавно стал дедушкой,3336
Я умею танцевать вальс.,3337
Рисуем и читаем,3338
Отличница.,3339
Я люблю бывать на природе,3340
играю в доту,3341
Я люблю путешествовать,3342
Мой ноут тормозит.,3343
Работаю секретарем.,3344
У меня есть сестра,3345
Я живу в сарае,3346
Есть Харлей.,3347
Жил в Индии,3348
От жизни хочу все.,3349
у меня папа полицейский,3350
Моя собака постоянно лает.,3351
Я умею вкусно готовить.,3352
Мое хобби - поделки.,3353
в будущем хочу стать юристом,3354
У меня трое детей.,3355
У меня есть дочь,3356
Я вернулся из отпуска,3357
Люблю синий цвет.,3358
Я люблю читать книги,3359
мне нравятся котята,3360
Мою посуду,3361
у меня есть тараканы,3362
Есть собака,3363
Я люблю танцы.,3364
Я старшая в семье.,3365
Я люблю кошек,3366
Я люблю готовить плов,3367
Я очень талантливый,3368
Я люблю лес,3369
У меня есть две собаки,3370
Я хочу жить в Лондоне.,3371
я люблю путешествовать,3372
Люблю слушать шансон,3373
Мою собаку зовут Чарльз,3374
люблю готовить.,3375
я волонтер,3376
Рисую!,3377
У меня пять кошек.,3378
я много путешествую,3379
Я люблю кушать пиццу,3380
Я хорошист.,3381
Мне 25 лет,3382
Я люблю смотреть ужасы.,3383
У меня есть говорящий попугай.,3384
Я счастливая мама,3385
У меня трое детей,3386
я живу на пятом этаже,3387
Я хочу прыгнуть с парашютом.,3388
Я люблю пить пиво.,3389
Я боюсь пауков.,3390
У меня есть девушка.,3391
Мы ездим на выставки,3392
Хочу в Китай,3393
Играю в футбол,3394
Я женат.,3395
Я не люблю сыр,3396
убирать в квартире,3397
Хочу много зарабатывать,3398
Я вкусно готовлю,3399
я живу в многоэтажке,3400
люблю вязать,3401
Я люблю красный цвет,3402
я смотрю сериалы,3403
Увлекаюсь посткроссингом.,3404
У меня есть аквариум.,3405
Я учусь на архитектора,3406
Много сижу в сетях.,3407
Я живу в своём доме,3408
Я обожаю фанфики.,3409
Я помогаю в приюте.,3410
Я люблю пиццу.,3411
Увлекаюсь теннисом,3412
Изучаю японский язык.,3413
Я хочу путешествовать.,3414
Люблю мороженое.,3415
Я студент.,3416
Супер красивый.,3417
У меня есть кот.,3418
У меня есть кот,3419
Я живу с мамой,3420
У нас есть попугай,3421
у меня нет животных,3422
Я люблю бекон.,3423
Я обожаю рок,3424
Я люблю блинчики,3425
Люблю путешествовать,3426
стать врачом-моя давняя мечта,3427
Я катаюсь на лыжах,3428
Я мечтаю жить в Европе.,3429
Я хорошо танцую.,3430
Обожаю кошек.,3431
Хочу жить в деревне.,3432
Я люблю сало.,3433
Ненавижу весну.,3434
Я много путешествую.,3435
Мечтаю купить коттедж.,3436
Люблю печь.,3437
У меня богатый муж.,3438
Я люблю хоть в садик.,3439
У меня есть собака.,3440
Обожаю лыжный спорт.,3441
У меня есть кот.,3442
У меня есть собака.,3443
Я люблю машины.,3444
Люблю своих детей,3445
Люблю утро.,3446
Люблю сочинять стихи.,3447
Я живу в городе-курорте,3448
Я люблю собак.,3449
Верю в любовь.,3450
Волонтер.,3451
Я работаю монтажником.,3452
Я живу в доме.,3453
Я люблю читать книги.,3454
У меня две дочери,3455
Я подрабатываю в пабе,3456
Мечтаю отдохнуть.,3457
умею плавать и нырять,3458
Обожаю звезды,3459
У меня мама директор.,3460
Я работаю вахтовым методом,3461
Я прыгала с парашютом,3462
Люблю своих друзей.,3463
Я делаю конфеты,3464
недавно расстался с девушкой,3465
В свободное время читаю.,3466
Обожаю баню,3467
Я люблю собирать грибы.,3468
Я работаю курьером.,3469
Я не ем мяса,3470
Я живу в частном доме,3471
Я люблю поезда,3472
Я люблю пиццу,3473
Я не люблю убирать,3474
Работаю на заводе.,3475
я зарабатываю хорошо,3476
Не умею готовить.,3477
У меня ремонт.,3478
Хочу смеяться,3479
У меня 3 детей.,3480
Не боюсь зубных врачей,3481
Я люблю фрукты.,3482
пью чай,3483
Честный,3484
Люблю путешествия.,3485
Люблю детей.,3486
готовлю любимым,3487
Я ЗАМУЖЕМ ЗА ЛЮБИМЫМ ЧЕЛОВЕКОМ,3488
Я люблю плов,3489
Есть собака овчарка,3490
Хочу усыновить ребенка.,3491
Мое хобби кулинария.,3492
У меня есть гитара,3493
люблю петь в караоке,3494
Люблю пить соки.,3495
Приходится работать,3496
Люблю лыжный спорт.,3497
Я люблю рыбалку.,3498
я медсестра,3499
Люблю фигурное катание.,3500
Мне нравятся красивые девушки.,3501
Готовлю выпечку,3502
У меня есть собака,3503
У меня есть два кота.,3504
Я не русская.,3505
Я люблю платья.,3506
Я хорошо чищу обувь,3507
Я мечтаю купить машину.,3508
Я люблю пить пиво.,3509
Я классная,3510
Люблю отдыхать с семьей.,3511
Не женат пока.,3512
Любимый цвет-зелёный.,3513
Я хожу в детский сад,3514
Я люблю детей.,3515
Я в восторге от погоды.,3516
Я очень люблю поспать,3517
Мне нравится лето.,3518
Я люблю вышивать,3519
Знаю три языка,3520
Я работаю в колхозе,3521
Я люблю готовить,3522
у меня двое дочек,3523
У меня 2 старших брата.,3524
жена работает врачом,3525
Я работаю в кафе,3526
я люблю море и солнце,3527
У меня взрослые дочь и сын,3528
Я Люблю кашу,3529
У меня чёрные волосы,3530
Я никогда не была на море,3531
Я люблю в доту играть,3532
Мечтаю встретить свою судьбу,3533
у меня два брата,3534
У меня большой дом.,3535
я быстрый,3536
Люблю гулять,3537
Хорошо пою..,3538
Я люблю готовить.,3539
Я не люблю комиксы,3540
я люблю активный отдых,3541
В 14 лет уходил из дома,3542
Боюсь собак.,3543
Я умею рисовать,3544
Учу разные языки.,3545
Я живу в лесу.,3546
Я занимаюсь фитнесом.,3547
Я вижу когда мне врут.,3548
Я люблю делать рисовать,3549
обожаю рыбалку,3550
Мечтаю стать гонщиком,3551
Я никогда не видел енота,3552
В моей квартире десять котов.,3553
Я вкусно готовлю.,3554
Я сам построил дом,3555
Я играю на гитаре.,3556
Я плаваю в бассейне.,3557
Я ненавижу лжи.,3558
не люблю мотоциклы,3559
Я люблю путешествовать,3560
Родители меня очень любят.,3561
Я люблю вышивать.,3562
Очень хороший человек.,3563
У меня много друзей.,3564
Люблю японскую кухню.,3565
Люблю жизнь и людей.,3566
Я люблю спорт.,3567
У меня два брата.,3568
Люблю мелодрама,3569
Люблю своего внука,3570
Я фрилансер,3571
Люблю собак.,3572
Люблю отдыхать,3573
Я люблю клубнику.,3574
Я коллекционирую ракушки.,3575
Я люблю смотреть сериалы,3576
У меня есть халат.,3577
я технолог.,3578
У меня квартира в Париже.,3579
обожаю шоколад,3580
Я люблю гулять,3581
Я фокусница.,3582
люблю кошек,3583
Люблю гулять под дождем,3584
У меня древняя масонская печка.,3585
Я не ругаюсь матом,3586
Я видел НЛО.,3587
Я люблю детей,3588
люблю готовить,3589
Я играю в карты,3590
Я живу на первом этаже,3591
Я соблюдаю диету,3592
Я гоняю на автомобиле,3593
Сплю по 10 часов,3594
У меня аллергия на котов.,3595
Я люблю лето.,3596
У меня есть клёвая тачка.,3597
Люблю боевики.,3598
Я люблю детей,3599
У меня живёт собака.,3600
У меня есть попугай.,3601
Я хочу создать семью,3602
У меня есть мопед.,3603
Мне 20 лет.,3604
Ненавижу супы.,3605
Я в разводе.,3606
У меня есть кот.,3607
Люблю смотреть в окно.,3608
Ношу нож.,3609
Очень активный,3610
я хожу в кино,3611
Я хорошо рисую.,3612
Я обожаю картофель.,3613
Я люблю мужа,3614
Увлекаюсь гонками.,3615
Никогда не видел снег,3616
Я живу с сестрой.,3617
У меня четыре внука.,3618
Я никогда не видел море.,3619
Я готовлю плов.,3620
Хочу на свидание.,3621
Терялся в лесу.,3622
Я живу с мужем и 2 детьми.,3623
Люблю свою собаку-овчарку.,3624
Люблю зимнюю рыбалку,3625
Мы вместе готовим,3626
у меня два попугайчика,3627
У меня есть металлоискатель,3628
Я верю в фей,3629
я люблю охотится,3630
У меня есть три статуэтки.,3631
Люблю рыбу,3632
У меня есть хомяк.,3633
Я ЖИВУ С БРАТОМ НА КВАРТИРЕ,3634
Любимый автор - Джек Лондон.,3635
Мечтаю о красивой любви,3636
Люблю одиночество.,3637
У меня большей дом.,3638
Я холост.,3639
Я хочу в цирк,3640
я люблю театр,3641
Ношу спортивную обувь.,3642
Я живу в деревне,3643
моя сестра журналист,3644
Мечтаю покорить Эверест.,3645
Я люблю общение.,3646
Я люблю мороженое.,3647
Вяжу спицами,3648
Я никогда не видел смерть,3649
Обожаю фрукты и шоколад,3650
я люблю животных,3651
Люблю животных.,3652
Люблю бухать,3653
У меня есть собака,3654
Живу в деревне,3655
Слушаю рок.,3656
Я боюсь высоты.,3657
У меня 1 ребенок.,3658
Я выросла у моря,3659
Я открываю салон.,3660
хожу в рестораны,3661
Ищу друзей.,3662
Мечтаю о семье.,3663
Я очень люблю животных.,3664
У меня есть брат.,3665
Я ухаживаю за цветами,3666
Я скоро поеду в Турцию.,3667
я хорошо варю супы,3668
я мечтаю открыть своё дело,3669
Я долго не могла научится плавать,3670
Я мечтаю научиться рисовать.,3671
Хочу купить собаку,3672
Я ношу брюки,3673
люблю готовить и чистоту.,3674
Я люблю готовить.,3675
Мечтаю прославиться.,3676
Выучился на актёра.,3677
Я бездетна.,3678
Я занимаюсь растениями,3679
Я живу в Москве,3680
Через месяц поеду на море,3681
Я вожу машину.,3682
У меня двое внуков.,3683
Я увлекаюсь восточными танцами,3684
Люблю гулять в парках,3685
у меня есть брат близнец,3686
Я люблю смотреть сериалы.,3687
хожу в школу,3688
Я живу один.,3689
Я люблю ходить по ягоды в лес,3690
Я люблю ходить в гости,3691
Увлекаюсь буддизмом.,3692
Я умный,3693
Я не курю,3694
Учу мальчика водить машину,3695
Не могу жить без картошки,3696
Я против санкций,3697
Мне нравятся физика,3698
Люблю детей.,3699
Живу в большом мегаполисе.,3700
Увлекаюсь фото съемками,3701
Люблю компьютерные игры,3702
У меня есть друг.,3703
Я не суеверный человек.,3704
я увлекаюсь фото,3705
У меня есть собака.,3706
я люблю готовить,3707
У меня двое детей,3708
Я хочу в отпуск.,3709
люблю природу,3710
моя девушка носит пирсинг,3711
Боюсь высоты.,3712
люблю смотреть сериалы,3713
У меня 3 племянника.,3714
Я люблю путишествовать,3715
У меня есть библиотека,3716
Я люблю кофе,3717
Я часто болею,3718
люблю готовить,3719
Стреляю из арбалета,3720
играю в теннис,3721
Увлекаюсь пением,3722
Колю дрова.,3723
Люблю гулять с друзьями.,3724
Я люблю детей,3725
У меня есть взрослый сын.,3726
У меня есть пёс.,3727
Я не люблю собак.,3728
Я люблю кататься на роликах,3729
Выходные провожу с друзьями.,3730
Я занимаюсь вязанием,3731
я играю в футбол,3732
люблю путешествовать,3733
У меня есть дочка.,3734
Я живу на 21 этаже.,3735
Я не беру больничный.,3736
Мечтаю прыгнуть с парашютом.,3737
Я занимаюсь боксом.,3738
Я не женат.,3739
У меня есть кот.,3740
Летом покорю Эверест,3741
Коллекционирую винил.,3742
Играю в преферанс.,3743
У меня есть мотоцикл.,3744
У меня собака.,3745
Ел на воздушном шаре,3746
у меня есть велосипед,3747
Я люблю рок,3748
Я люблю свободу.,3749
Есть сын.,3750
Люблю отдых на природе,3751
Работаю в школе,3752
Я неприлично богата.,3753
Люблю детей,3754
Увлекаюсь музыкой,3755
Я жила в Лондоне.,3756
Я играю на пианино,3757
Хочу завести собаку,3758
Моя мать швея.,3759
Обожаю раскопки.,3760
Мечтаю побывать в Египте,3761
У меня есть хобби,3762
У меня есть кредит.,3763
я не был заграницей,3764
Есть жена.,3765
я люблю вязать,3766
Я слушаю рок.,3767
Много читаю,3768
Люблю море.,3769
Я умею вязать,3770
не женат,3771
Я вяжу носки.,3772
Я хочу бросить курить.,3773
Вожу грузовик,3774
Посещать кинотеатры,3775
Мой брат гитарист.,3776
Люблю общение.,3777
Мне нравится Италия,3778
Я мечтаю о квартире.,3779
Я красиво одеваюсь.,3780
Мои увлечения неординарны.,3781
Мечтаю завести собаку,3782
Я Ючусь игре на гитаре,3783
Я люблю грызунов.,3784
Занимаюсь спортом.,3785
хочу завести питона,3786
Увлекаюсь боксом,3787
пытаюсь найти работу,3788
У меня есть квартира,3789
Я люблю готовить,3790
У меня клаустрофобия.,3791
Моя мечта - ресторан.,3792
Хорошо пою.,3793
Я развожу фиалки,3794
Я пишу сказки.,3795
я пишу стихи,3796
Я люблю готовить кофе.,3797
Я хорошо танцую,3798
Я люблю играть в теннис.,3799
Я выплатил ипотеку.,3800
С едой не перебарщиваю.,3801
Я очень люблю детей.,3802
Я развожу рыбок.,3803
Вчера я видела снегирей.,3804
Я люблю гулять.,3805
Люблю вино.,3806
Нравятся розы.,3807
Пишу стихи,3808
Я люблю свою семью,3809
Я учитель,3810
Я позитивный.,3811
Я люблю бургеры.,3812
Моя мама медсестра.,3813
я из Магнитогорска,3814
У меня есть права.,3815
люблю свою работу,3816
Фанат Стивена Кинга.,3817
Люблю читать книги,3818
Хочу научиться рисовать.,3819
Я люблю пиво.,3820
я работаю поваром,3821
Я люблю море.,3822
Я занимаюсь рыбалкой.,3823
Делаю подделки,3824
Я обожаю смотреть сериалы.,3825
Я не люблю зиму.,3826
Мечтаю открыть бизнес.,3827
Я люблю активный отдых.,3828
Я люблю читать.,3829
Обожаю фильмы про космос.,3830
Обожаю готовить.,3831
Я живу на пятом этаже,3832
Мои родители врачи,3833
Люблю читать и смотреть фильмы,3834
Начал копить деньги,3835
Рыжий.,3836
Живу с кошкой.,3837
Я люблю рисовать,3838
Увлекаюсь магией,3839
Люблю оливки.,3840
я летом поеду на Алтай,3841
Любимый напиток кофе.,3842
я плохо готовлю,3843
У меня есть яхта.,3844
Хожу в зал,3845
Я люблю сладкое.,3846
слушаю джаз,3847
Готовлю суши дома,3848
Часто гуляю,3849
Мечтаю объехать весь мир.,3850
Я часто хожу гулять.,3851
Я люблю рукоделие.,3852
Люблю сериалы.,3853
Холост.,3854
Влюблен.,3855
Жму штангу,3856
Я люблю спокойствие.,3857
Я мечтаю посетить Эрмитаж,3858
Я умею шить.,3859
Я выращиваю помидоры,3860
Моя девушка кухарка.,3861
Я люблю музыку.,3862
Я люблю мандарины,3863
Я люблю кино.,3864
Люблю кататься на лыжах,3865
Я люблю отдыхать в горах,3866
не видела пальм.,3867
увлекаюсь готовкой и коктейлями,3868
Хорошо делаю заготовки.,3869
мечтаю объехать весь мир,3870
Я хорошо играю в шашки,3871
Подрабатываю в такси,3872
Боюсь пауков.,3873
Хобби - коллекционирование,3874
Я ездил в отпуск.,3875
Я хочу стать блогером.,3876
хожу в фитнес-клуб,3877
Вожу автомобиль.,3878
я катаюсь на коньках,3879
Я живу с мамой,3880
Я не видел крокодила.,3881
Есть два ребенка.,3882
Умею отдыхать с семьёй,3883
Я люблю людей.,3884
Бегаю по утрам,3885
У меня есть два брата,3886
У меня есть сестра,3887
Выступаю в соревнованиях,3888
Я высокий.,3889
Мечтаю о Париже,3890
я хочу машину,3891
У меня есть муж,3892
Есть младшая сестра,3893
Я живу на первом этаже,3894
Мечтаю увидеть море.,3895
Я работаю в банке.,3896
Я люблю спорт.,3897
Я позитивно смотрю на жизнь,3898
Дома живет огромный лабрадор,3899
читаю роман,3900
У меня 2 кошки,3901
Я играю в баскетбол.,3902
Я часто навещаю родителей,3903
Есть девушка.,3904
Не имею телевизора.,3905
Я люблю мороженое.,3906
Люблю отдыхать,3907
Я бросил курить,3908
Я люблю еду,3909
Знаю все о веселом отдыхе,3910
Люблю читать книги,3911
Я летом ездил на море.,3912
Обожаю борщ.,3913
Люблю кино.,3914
Я не курю,3915
Смотрю много фильмов.,3916
У меня дорогое авто.,3917
Я печатаю на компьютере,3918
люблю читать книги,3919
У меня есть собака.,3920
Я хожу в спортзал.,3921
Я люблю танцевать,3922
Я не плохо готовлю.,3923
Я живу за границей.,3924
Делаю компоты Рублю дрова,3925
У меня родится дочь.,3926
У меня есть собака.,3927
Хочу повсюду успевать.,3928
Играю на пианино.,3929
Сижу в вк.,3930
Я учусь в ВУЗе.,3931
Играю на бандуре.,3932
люблю пиццу,3933
Мой любимый цвет серый.,3934
Вечерами смотрю телевизор,3935
Я живу в коттедже.,3936
Мне нравиться прыгать.,3937
Я хочу работать в Яндексе,3938
Люблю делать подарки.,3939
Любимое блюдо пицца.,3940
Я люблю свою невестку.,3941
Не люблю наглых людей.,3942
Есть мотоцикл.,3943
Я скоро стану мамой.,3944
Я занимаюсь танцами.,3945
Я сочиняю стихи.,3946
Моя мама - учитель.,3947
Живу в Украине,3948
Мои родители - врачи,3949
Мечтаю встретить свою любовь,3950
Я даже видел НЛО.,3951
У меня есть собака.,3952
Подрабатываю уборщицей,3953
У меня много обуви.,3954
Люблю слушать музыку.,3955
Занимаюсь спортом,3956
Мой любимый цвет белый.,3957
Я люблю печеньки,3958
Умею плавать.,3959
Я люблю свою машину,3960
В пятом классе я приготовил маме торт на 8 марта.,3961
Не хочу в тюрьму,3962
Я хожу на рыбалку,3963
хочу на синтезаторе,3964
Много читаю,3965
Я никогда не улыбался,3966
Я играю на фортепиано.,3967
и наши дети близнецы,3968
Люблю джаз.,3969
люблю готовить.,3970
Люблю смотреть фильмы,3971
у меня есть хомяк,3972
Хорошо вожу машину,3973
Я коммуникабельна,3974
Ухаживаю за рыбками,3975
У меня две дочки и собака.,3976
Я люблю петь.,3977
Люблю простую домашнюю еду.,3978
Я много путешествию.,3979
Мажор.,3980
Я работаю менеджером.,3981
Я учу английский,3982
У меня сын и дочь.,3983
Я умею отлично готовить.,3984
Увлекаюсь чтением.,3985
Недавно сделал себе тату.,3986
Я люблю поесть,3987
Помогаю маме,3988
Меломан.,3989
Я люблю природу,3990
У меня есть блог.,3991
Я иду в отпуск.,3992
Я не умею плавать.,3993
Я никогда не летал,3994
Работаю учителем .,3995
Я обожаю скорость,3996
я люблю читать,3997
Я люблю змей.,3998
Мечтаю поехать на море.,3999
у меня три брата,4000
люблю рок-концерты.,4001
У меня много друзей,4002
люблю внуков,4003
Я побывала в Лондоне.,4004
Слушаю рок.,4005
Я живу у моря.,4006
Я один в семье.,4007
Подрабатываю в кафе,4008
Я сплю стоя,4009
Я люблю танцевать.,4010
люблю кошек,4011
Пью глинтвейн,4012
Люблю технические науки.,4013
Люблю куховарить.,4014
Варю кофе.,4015
Я мечтаю о детях,4016
Мое хобби охота.,4017
Увлекаюсь спортом.,4018
Слушаю Бузову,4019
у меня есть кот,4020
Люблю заниматься рукоделием,4021
Моё хобби рыбалка.,4022
Мне нравится готовить,4023
Живу в доме без лифта.,4024
Я люблю готовить,4025
Я играю в фрисби.,4026
Я танцую,4027
Я учусь в университете.,4028
Я ем роллы.,4029
Люблю животных,4030
Я бортпроводник.,4031
я не люблю собак,4032
Люблю чистоту,4033
Я хочу семью,4034
Я люблю читать.,4035
готовлю вкусно мясо,4036
Мечтаю стать бабушкой.,4037
вегетарианка,4038
Планирую купить летом дачу,4039
Я люблю готовить,4040
Люблю путешествовать.,4041
Я люблю печь печенье,4042
Мечтаю объехать мир.,4043
ненавижу соседей,4044
Я забочусь о семье.,4045
Мой отец был летчиком,4046
Люблю подарки.,4047
Я люблю Феррари.,4048
Мечтаю уехать в Испанию.,4049
У меня большая семья,4050
Я еду на море,4051
Я не карьеристка.,4052
Я недавно женился,4053
Я люблю рыбалку.,4054
Я люблю соул,4055
Я слушаю рок,4056
Помогаю бездомным,4057
у меня есть алабай,4058
Я патологоанатом.,4059
Я много сижу в интернете.,4060
Я толстая,4061
Хочу побывать в Италии.,4062
Люблю рыбачить.,4063
Я делаю сувениры.,4064
Я люблю животных,4065
Я много читаю,4066
Люблю рыбалку.,4067
Мы ходим гулять.,4068
Я хорошо готовлю,4069
Мои родители работают в театре.,4070
я люблю шашлыки,4071
Я стреляю из лука.,4072
Люблю фантастику.,4073
Мечтаю побывать в Париже,4074
Я замужем.,4075
люблю своих детей,4076
У меня есть велосипед,4077
Люблю аниме,4078
я хочу стать отцом,4079
Учусь в университете.,4080
Я ношу костюм,4081
Я живу на последнем этаже,4082
я не люблю яйца,4083
Мой любимый певец Макс Корж.,4084
Сегодня я с физкультуры.,4085
Я люблю готовить вкусняшки,4086
мое любимое блюдо пицца,4087
Закончила университет,4088
Бегаю по утрам,4089
Жена пилота,4090
Я часто принимаю гостей.,4091
Нахожусь в браке.,4092
Я холост.,4093
Люблю читать,4094
Я люблю кушать суши.,4095
У меня есть телефон.,4096
Я люблю слушать музыку.,4097
есть только попугай,4098
Я хожу в спортзал.,4099
Люблю итальянскую кухню,4100
Есть немецкая овчарка.,4101
я развожу кур и гусей,4102
Я живу на острове.,4103
Учусь в институте.,4104
Я выносливый.,4105
Я против насилия,4106
Я хорошо плаваю.,4107
У меня есть брат,4108
Я живу на 5 этаже.,4109
Я люблю бегать.,4110
Я много путешествую,4111
Люблю фрукты,4112
я боюсь змей,4113
Люблю путешествовать,4114
Я никогда не был на море,4115
Я играю в PUBG.,4116
У меня двое детей,4117
У меня есть сын и внук,4118
играю на гитаре,4119
У меня есть подруга.,4120
Люблю ходить по грибы,4121
Я дачница.,4122
2 детей.,4123
У меня кролик.,4124
Я вожу машину,4125
У меня две собаки,4126
я люблю газировку,4127
